distance_km,duration_minutes,pace,average_cadence,average_heartrate,cluster
10.0,55.6,5.34,182.0,156.0,1
10.0,54.9,5.29,186.0,157.0,1
10.0,55.2,5.3,185.0,155.0,1
10.0,55.4,5.32,183.0,154.0,1
10.0,54.7,5.28,187.0,156.0,1
10.0,55.1,5.3,186.0,157.0,1
10.0,55.3,5.31,185.0,155.0,1
10.0,54.9,5.29,186.0,156.0,1
10.0,55.0,5.3,185.0,154.0,1
10.0,55.2,5.32,184.0,155.0,1
10.0,54.8,5.28,188.0,157.0,1
10.0,55.3,5.31,185.0,156.0,1
10.0,55.1,5.3,186.0,155.0,1
10.0,55.4,5.32,183.0,154.0,1
10.0,54.6,5.27,187.0,156.0,1
10.0,55.0,5.3,185.0,155.0,1
10.0,54.9,5.29,186.0,157.0,1
10.0,55.2,5.32,184.0,154.0,1
10.0,55.0,5.3,185.0,155.0,1
10.0,55.3,5.32,183.0,154.0,1
21.1,105.0,4.57,182.0,155.0,5
21.1,104.0,4.54,183.0,154.0,5
21.1,106.0,5.16,181.0,157.0,5
21.1,103.0,4.5,184.0,153.0,5
21.1,102.0,5.05,185.0,154.0,5
21.1,108.0,5.05,180.0,156.0,5
21.1,107.0,5.2,179.0,155.0,5
21.1,105.0,4.57,183.0,154.0,5
21.1,104.0,5.12,182.0,153.0,5
21.1,106.0,5.17,181.0,157.0,5
21.1,109.0,5.19,179.0,158.0,5
21.1,106.0,5.16,182.0,156.0,5
21.1,102.0,5.05,185.0,154.0,5
21.1,107.0,5.2,179.0,157.0,5
21.1,105.0,4.57,182.0,155.0,5
21.1,104.0,4.54,183.0,154.0,5
21.1,105.0,4.57,182.0,154.0,5
21.1,107.0,5.2,178.0,156.0,5
21.1,103.0,4.5,184.0,154.0,5
21.1,108.0,5.05,180.0,157.0,5
21.1,106.0,5.17,181.0,156.0,5
21.1,104.0,5.12,182.0,154.0,5
21.1,105.0,4.57,183.0,155.0,5
21.1,107.0,5.19,179.0,157.0,5
21.1,105.0,4.57,182.0,155.0,5
21.1,106.0,5.16,181.0,156.0,5
21.1,102.0,5.05,184.0,154.0,5
21.1,97.8,4.38,180.0,150.0,1
21.1,96.3,4.32,182.0,149.0,1
21.1,98.1,4.4,179.0,151.0,1
21.1,96.8,4.35,181.0,150.0,1
21.1,97.2,4.36,180.0,152.0,1
21.1,98.4,4.4,179.0,150.0,1
21.1,97.5,4.37,181.0,151.0,1
21.1,99.0,4.4,178.0,149.0,1
21.1,97.0,4.35,182.0,150.0,1
21.1,96.9,4.34,183.0,149.0,1
21.1,98.0,4.38,180.0,151.0,1
21.1,97.4,4.37,181.0,150.0,1
21.1,96.7,4.34,183.0,149.0,1
21.1,97.8,4.38,180.0,150.0,1
21.1,97.1,4.36,182.0,149.0,1
21.1,99.2,4.41,177.0,152.0,5
21.1,97.7,4.38,180.0,150.0,1
21.1,96.5,4.33,183.0,149.0,1
21.1,98.1,4.38,180.0,150.0,1
21.1,97.9,4.38,180.0,150.0,1
21.1,96.8,4.35,182.0,149.0,1
21.1,97.3,4.36,181.0,150.0,1
21.1,97.5,4.37,181.0,150.0,1
21.1,97.2,4.36,182.0,149.0,1
21.1,96.4,4.33,183.0,149.0,1
21.1,97.9,4.38,180.0,150.0,1
21.1,97.4,4.37,181.0,150.0,1
21.1,105.2,4.57,182.0,142.0,5
21.1,103.8,4.53,185.0,140.0,5
21.1,106.4,5.01,179.0,144.0,5
21.1,104.6,4.55,183.0,141.0,5
21.1,105.7,4.58,181.0,143.0,5
21.1,102.9,4.51,186.0,139.0,5
21.1,107.1,5.02,177.0,145.0,5
21.1,105.5,4.58,180.0,142.0,5
21.1,106.2,5.0,178.0,144.0,5
21.1,104.1,4.54,184.0,140.0,5
21.1,105.3,4.57,183.0,141.0,5
21.1,103.4,4.52,187.0,139.0,5
21.1,106.7,5.01,176.0,144.0,5
21.1,105.0,4.57,182.0,142.0,5
21.1,104.4,4.55,183.0,141.0,5
21.1,107.3,5.03,175.0,146.0,5
21.1,102.7,4.5,188.0,138.0,5
21.1,106.0,4.59,177.0,143.0,5
21.1,104.8,4.56,181.0,140.0,5
21.1,105.9,4.59,179.0,142.0,5
21.1,103.9,4.53,185.0,139.0,5
21.1,106.5,5.01,177.0,144.0,5
21.1,105.8,4.59,180.0,142.0,5
21.1,104.9,4.57,182.0,141.0,5
21.1,106.8,5.02,176.0,145.0,5
21.1,102.5,4.5,189.0,137.0,5
21.1,107.0,5.03,174.0,146.0,5
21.1,105.5,5.0,180.0,150.0,5
21.1,103.2,4.52,182.0,152.0,5
21.1,104.8,5.1,179.0,149.0,5
21.1,102.9,4.51,183.0,151.0,5
21.1,106.2,5.17,177.0,148.0,5
21.1,105.0,4.57,181.0,150.0,5
21.1,104.5,4.54,182.0,151.0,5
21.1,105.8,4.59,180.0,150.0,5
21.1,98.7,4.39,185.0,153.0,5
21.1,103.9,4.53,182.0,151.0,5
21.1,106.0,4.59,179.0,149.0,5
21.1,102.5,4.49,183.0,152.0,5
21.1,105.2,4.57,181.0,150.0,5
21.1,104.1,4.54,182.0,151.0,5
21.1,99.3,4.41,186.0,154.0,5
21.1,106.4,5.18,177.0,148.0,5
21.1,105.7,5.16,178.0,149.0,5
21.1,97.8,4.36,185.0,154.0,1
21.1,104.4,4.55,182.0,151.0,5
21.1,105.1,4.57,181.0,150.0,5
21.1,103.4,4.52,183.0,152.0,5
21.1,99.9,4.42,185.0,154.0,5
21.1,102.8,4.5,182.0,151.0,5
21.1,105.3,4.58,179.0,149.0,5
21.1,104.7,4.56,180.0,150.0,5
21.1,101.2,4.46,184.0,153.0,5
21.1,106.7,5.19,177.0,147.0,5
21.1,105.9,5.17,178.0,148.0,5
21.1,105.0,4.57,182.0,155.0,5
21.1,102.5,4.49,180.0,157.0,5
21.1,107.3,5.03,185.0,154.0,5
21.1,103.0,4.5,183.0,156.0,5
21.1,106.5,5.01,184.0,155.0,5
21.1,104.8,4.55,182.0,156.0,5
21.1,105.2,4.57,183.0,155.0,5
21.1,106.0,4.59,182.0,154.0,5
21.1,103.7,4.53,181.0,156.0,5
21.1,102.8,4.5,180.0,157.0,5
21.1,106.2,5.0,183.0,154.0,5
21.1,104.5,4.55,182.0,155.0,5
21.1,105.8,4.59,183.0,154.0,5
21.1,102.2,4.49,180.0,157.0,5
21.1,107.0,5.02,184.0,154.0,5
21.1,104.0,4.54,181.0,155.0,5
21.1,105.5,4.58,182.0,155.0,5
21.1,106.8,5.02,183.0,154.0,5
21.1,105.4,4.58,182.0,155.0,5
21.1,103.3,4.51,180.0,157.0,5
21.1,107.1,5.03,185.0,154.0,5
21.1,104.2,4.54,181.0,155.0,5
21.1,105.2,4.57,182.0,154.0,5
21.1,106.1,5.0,183.0,154.0,5
21.1,102.9,4.5,180.0,157.0,5
21.1,107.4,5.04,185.0,154.0,5
21.1,104.5,4.55,182.0,155.0,5
42.2,240.0,5.4,180.0,165.0,0
42.2,237.5,5.36,182.0,164.0,0
42.2,245.0,5.46,179.0,166.0,0
42.2,242.0,6.02,181.0,165.0,0
42.2,238.5,5.44,180.0,164.0,0
42.2,243.0,5.44,182.0,165.0,0
42.2,236.0,5.33,179.0,163.0,0
42.2,241.0,6.0,181.0,166.0,0
42.2,239.0,5.57,180.0,165.0,0
42.2,241.5,6.01,182.0,166.0,0
42.2,244.0,6.05,180.0,165.0,0
42.2,238.0,5.56,179.0,164.0,0
42.2,242.5,6.02,181.0,165.0,0
42.2,239.0,5.57,180.0,165.0,0
42.2,241.0,6.0,182.0,166.0,0
42.2,240.5,5.59,180.0,165.0,0
42.2,242.2,6.03,181.0,164.0,0
42.2,237.0,5.54,182.0,164.0,0
42.2,243.5,6.04,179.0,165.0,0
42.2,238.2,5.56,180.0,164.0,0
42.2,240.8,5.59,181.0,165.0,0
42.2,239.8,5.57,180.0,166.0,0
42.2,236.5,5.53,182.0,164.0,0
42.2,241.2,6.01,179.0,165.0,0
42.2,242.0,6.02,180.0,165.0,0
42.2,239.2,5.56,181.0,164.0,0
42.2,237.8,5.55,182.0,164.0,0
42.2,240.3,5.58,182.0,165.0,0
42.2,240.8,5.41,180.0,155.0,0
42.2,238.5,5.38,182.0,153.0,0
42.2,245.1,5.46,179.0,157.0,0
42.2,237.0,5.35,181.0,154.0,0
42.2,239.3,5.38,180.0,154.0,0
42.2,242.7,5.42,179.0,155.0,0
42.2,239.9,5.38,182.0,154.0,0
42.2,241.5,5.41,181.0,155.0,0
42.2,243.2,5.44,180.0,156.0,0
42.2,239.8,5.38,182.0,154.0,0
42.2,240.4,5.41,180.0,155.0,0
42.2,242.0,5.42,179.0,155.0,0
42.2,241.2,5.41,180.0,154.0,0
42.2,243.7,5.44,179.0,156.0,0
42.2,238.9,5.37,182.0,153.0,0
42.2,240.0,5.39,181.0,154.0,0
42.2,242.3,5.42,179.0,155.0,0
42.2,239.4,5.38,182.0,154.0,0
42.2,241.8,5.42,180.0,155.0,0
42.2,237.5,5.36,183.0,152.0,0
42.2,243.9,5.45,178.0,157.0,0
42.2,239.2,5.38,182.0,153.0,0
42.2,240.7,5.4,181.0,154.0,0
42.2,238.8,5.38,182.0,153.0,0
42.2,241.0,5.41,180.0,155.0,0
42.2,242.5,5.42,179.0,155.0,0
42.2,240.0,5.4,180.0,155.0,0
42.2,237.0,5.35,182.0,154.0,0
42.2,245.0,5.48,179.0,157.0,0
42.2,238.5,5.38,181.0,156.0,0
42.2,242.0,5.42,180.0,155.0,0
42.2,236.0,5.34,183.0,154.0,0
42.2,241.0,5.41,180.0,155.0,0
42.2,239.0,5.38,181.0,156.0,0
42.2,243.5,5.44,179.0,157.0,0
42.2,242.5,5.42,180.0,155.0,0
42.2,239.5,5.38,181.0,154.0,0
42.2,241.5,5.41,180.0,155.0,0
42.2,236.5,5.35,182.0,154.0,0
42.2,240.5,5.4,180.0,155.0,0
42.2,237.5,5.36,182.0,154.0,0
42.2,243.0,5.44,179.0,157.0,0
42.2,238.8,5.38,181.0,156.0,0
42.2,241.2,5.41,180.0,155.0,0
42.2,239.8,5.39,181.0,154.0,0
42.2,242.8,5.43,180.0,155.0,0
42.2,237.8,5.37,182.0,154.0,0
42.2,240.7,5.41,180.0,155.0,0
42.2,242.3,5.42,180.0,155.0,0
42.2,235.8,5.34,183.0,154.0,0
42.2,239.2,5.38,181.0,156.0,0
42.2,241.7,5.42,180.0,155.0,0
42.2,240.0,5.41,174.0,152.0,0
42.2,236.0,5.34,177.0,150.0,0
42.2,238.0,5.36,173.0,153.0,0
42.2,242.0,5.42,176.0,151.0,0
42.2,239.0,5.37,175.0,152.0,0
42.2,241.0,5.4,174.0,154.0,0
42.2,243.0,5.44,175.0,155.0,0
42.2,235.0,5.32,178.0,149.0,0
42.2,237.0,5.35,172.0,151.0,0
42.2,234.0,5.3,177.0,148.0,0
42.2,239.0,5.38,173.0,153.0,0
42.2,241.0,5.41,172.0,154.0,0
42.2,243.0,5.44,170.0,155.0,0
42.2,236.0,5.34,176.0,150.0,0
42.2,238.0,5.36,174.0,151.0,0
42.2,237.0,5.35,175.0,150.0,0
42.2,240.0,5.39,173.0,152.0,0
42.2,239.0,5.38,174.0,153.0,0
42.2,235.0,5.32,177.0,149.0,0
42.2,242.0,5.42,171.0,154.0,0
42.2,238.0,5.36,175.0,150.0,0
42.2,236.0,5.34,176.0,149.0,0
42.2,239.0,5.38,172.0,152.0,0
42.2,240.0,5.4,173.0,151.0,0
42.2,234.0,5.3,178.0,149.0,0
42.2,241.0,5.41,172.0,154.0,0
42.2,237.0,5.36,175.0,150.0,0
42.2,210.0,4.58,180.0,155.0,0
42.2,215.0,5.05,182.0,157.0,0
42.2,209.0,4.55,179.0,154.0,0
42.2,213.0,5.01,181.0,156.0,0
42.2,212.0,4.59,180.0,155.0,0
42.2,214.0,5.03,182.0,157.0,0
42.2,208.0,4.54,179.0,153.0,0
42.2,211.0,4.58,181.0,154.0,0
42.2,209.0,4.55,180.0,154.0,0
42.2,213.0,5.01,182.0,156.0,0
42.2,210.0,4.57,180.0,155.0,0
42.2,212.0,5.0,181.0,155.0,0
42.2,214.0,5.04,182.0,157.0,0
42.2,211.0,4.59,181.0,154.0,0
42.2,215.0,5.05,183.0,158.0,0
42.2,210.0,4.57,180.0,154.0,0
42.2,213.0,5.01,182.0,156.0,0
42.2,209.0,4.55,179.0,153.0,0
42.2,214.0,5.04,183.0,157.0,0
42.2,211.0,4.59,181.0,154.0,0
42.2,210.0,4.57,180.0,154.0,0
42.2,215.0,5.05,183.0,159.0,0
42.2,212.0,5.0,182.0,155.0,0
42.2,209.0,4.55,179.0,153.0,0
42.2,213.0,5.01,182.0,157.0,0
42.2,208.0,4.54,179.0,152.0,0
42.2,214.0,5.04,183.0,158.0,0
50.0,310.0,6.12,180.0,160.0,6
50.0,305.0,6.06,182.0,162.0,6
50.0,315.0,6.18,179.0,161.0,6
50.0,308.0,6.1,181.0,159.0,6
50.0,318.0,6.21,178.0,160.0,6
50.0,309.0,6.1,182.0,161.0,6
50.0,312.0,6.14,180.0,161.0,6
50.0,300.0,6.0,183.0,159.0,6
50.0,307.0,6.08,181.0,160.0,6
50.0,304.0,6.04,182.0,162.0,6
50.0,312.0,6.14,180.0,161.0,6
50.0,306.0,6.07,182.0,163.0,6
50.0,309.0,6.1,181.0,161.0,6
50.0,311.0,6.13,180.0,160.0,6
50.0,303.0,6.03,183.0,162.0,6
50.0,298.0,5.57,184.0,161.0,6
50.0,317.0,6.2,177.0,160.0,6
50.0,306.0,6.07,182.0,162.0,6
50.0,312.0,6.14,180.0,161.0,6
50.0,300.0,6.0,183.0,159.0,6
50.0,308.0,6.1,181.0,160.0,6
50.0,305.0,6.06,182.0,162.0,6
50.0,311.0,6.13,180.0,161.0,6
50.0,309.0,6.1,182.0,160.0,6
50.0,316.0,6.19,177.0,161.0,6
50.0,307.0,6.08,182.0,163.0,6
50.0,308.0,6.1,181.0,161.0,6
50.0,415.0,8.18,182.0,152.0,8
50.0,420.0,8.24,185.0,154.0,8
50.0,405.0,8.06,180.0,150.0,8
50.0,425.0,8.3,183.0,151.0,8
50.0,412.0,8.14,181.0,152.0,8
50.0,430.0,8.36,184.0,153.0,8
50.0,410.0,8.12,180.0,150.0,8
50.0,418.0,8.21,182.0,152.0,8
50.0,417.0,8.2,183.0,153.0,8
50.0,408.0,8.1,180.0,150.0,8
50.0,419.0,8.22,182.0,152.0,8
50.0,413.0,8.15,181.0,151.0,8
50.0,422.0,8.25,183.0,153.0,8
50.0,407.0,8.08,180.0,150.0,8
50.0,414.0,8.17,182.0,151.0,8
50.0,416.0,8.19,183.0,152.0,8
50.0,421.0,8.24,182.0,152.0,8
50.0,409.0,8.11,180.0,150.0,8
50.0,423.0,8.27,182.0,153.0,8
50.0,418.0,8.21,182.0,152.0,8
50.0,414.0,8.17,181.0,151.0,8
50.0,420.0,8.24,182.0,152.0,8
50.0,412.0,8.14,180.0,150.0,8
50.0,416.0,8.19,182.0,151.0,8
50.0,419.0,8.22,183.0,152.0,8
50.0,320.0,6.24,180.0,165.0,6
50.0,315.0,6.18,182.0,164.0,6
50.0,325.0,6.3,179.0,166.0,6
50.0,330.0,6.36,181.0,167.0,3
50.0,310.0,6.12,180.0,163.0,6
50.0,328.0,6.33,182.0,165.0,6
50.0,315.0,6.18,183.0,164.0,6
50.0,322.0,6.26,180.0,166.0,6
50.0,319.0,6.22,181.0,165.0,6
50.0,330.0,6.36,182.0,167.0,3
50.0,315.0,6.18,183.0,164.0,6
50.0,324.0,6.28,180.0,165.0,6
50.0,317.0,6.2,181.0,164.0,6
50.0,319.0,6.22,180.0,165.0,6
50.0,310.0,6.12,182.0,163.0,6
50.0,316.0,6.18,183.0,164.0,6
50.0,322.0,6.26,179.0,166.0,6
50.0,318.0,6.21,181.0,165.0,6
50.0,319.0,6.22,180.0,165.0,6
50.0,312.0,6.14,182.0,164.0,6
50.0,324.0,6.28,179.0,166.0,6
50.0,317.0,6.2,182.0,164.0,6
50.0,321.0,6.24,180.0,165.0,6
50.0,313.0,6.15,183.0,164.0,6
50.0,319.0,6.22,181.0,165.0,6
50.0,316.0,6.18,182.0,164.0,6
50.0,300.0,6.0,180.0,155.0,6
50.0,305.0,6.06,182.0,157.0,6
50.0,298.0,5.57,179.0,154.0,6
50.0,302.0,6.02,181.0,156.0,6
50.0,299.0,5.58,180.0,155.0,6
50.0,297.0,5.56,178.0,154.0,6
50.0,303.0,6.04,183.0,158.0,6
50.0,304.0,6.05,182.0,157.0,6
50.0,290.0,5.48,177.0,153.0,6
50.0,310.0,6.12,185.0,159.0,6
50.0,296.0,5.55,179.0,154.0,6
50.0,307.0,6.08,186.0,160.0,6
50.0,303.0,6.04,183.0,157.0,6
50.0,299.0,5.58,180.0,155.0,6
50.0,305.0,6.06,182.0,156.0,6
50.0,291.0,5.49,178.0,154.0,6
50.0,304.0,6.05,182.0,157.0,6
50.0,298.0,5.57,179.0,154.0,6
50.0,303.0,6.04,183.0,158.0,6
50.0,306.0,6.07,184.0,159.0,6
50.0,292.0,5.5,177.0,154.0,6
50.0,308.0,6.09,185.0,160.0,6
50.0,297.0,5.56,179.0,155.0,6
50.0,299.0,5.58,180.0,155.0,6
50.0,310.0,6.12,185.0,160.0,6
50.0,300.0,6.0,180.0,156.0,6
50.0,210.0,4.12,185.0,155.0,0
50.0,205.5,4.06,186.0,157.0,0
50.0,212.8,4.15,184.0,154.0,0
50.0,209.3,4.11,187.0,156.0,0
50.0,213.5,4.16,183.0,153.0,0
50.0,208.7,4.1,188.0,157.0,0
50.0,211.2,4.13,185.0,155.0,0
50.0,209.8,4.11,186.0,156.0,0
50.0,214.1,4.17,182.0,154.0,0
50.0,210.4,4.12,185.0,155.0,0
50.0,207.9,4.09,187.0,158.0,0
50.0,212.2,4.14,184.0,154.0,0
50.0,210.7,4.13,185.0,155.0,0
50.0,209.4,4.11,186.0,156.0,0
50.0,206.4,4.07,188.0,158.0,0
50.0,214.0,4.17,182.0,153.0,0
50.0,209.6,4.11,186.0,157.0,0
50.0,212.5,4.15,183.0,154.0,0
50.0,208.9,4.1,187.0,157.0,0
50.0,213.4,4.16,182.0,154.0,0
50.0,211.1,4.13,185.0,155.0,0
50.0,210.2,4.12,186.0,156.0,0
50.0,209.9,4.11,186.0,157.0,0
50.0,210.8,4.13,185.0,155.0,0
50.0,214.3,4.17,182.0,153.0,0
50.0,209.2,4.11,186.0,157.0,0
5.0,22.5,4.3,190.0,165.0,7
5.0,22.0,4.24,192.0,164.0,7
5.0,22.8,4.33,188.0,166.0,7
5.0,21.9,4.23,193.0,163.0,7
5.0,22.3,4.28,191.0,164.0,7
5.0,22.1,4.25,192.0,165.0,7
5.0,23.0,4.36,186.0,167.0,7
5.0,22.4,4.28,189.0,165.0,7
5.0,21.8,4.22,194.0,162.0,7
5.0,22.6,4.31,187.0,166.0,7
5.0,23.2,4.38,185.0,168.0,7
5.0,22.0,4.24,190.0,165.0,7
5.0,21.7,4.2,195.0,161.0,7
5.0,22.2,4.26,192.0,164.0,7
5.0,21.6,4.19,196.0,160.0,7
5.0,22.7,4.32,188.0,167.0,7
5.0,22.3,4.28,189.0,165.0,7
5.0,21.9,4.23,193.0,162.0,7
5.0,22.4,4.28,189.0,164.0,7
5.0,21.8,4.22,194.0,161.0,7
5.0,22.5,4.3,190.0,165.0,7
5.0,22.0,4.24,192.0,164.0,7
5.0,23.0,4.36,186.0,167.0,7
5.0,22.1,4.25,191.0,164.0,7
5.0,22.9,4.34,187.0,166.0,7
5.0,21.7,4.2,195.0,161.0,7
5.0,22.6,4.31,187.0,166.0,7
5.0,22.4,4.28,189.0,165.0,7
5.0,22.5,4.3,180.0,155.0,7
5.0,21.3,4.15,182.0,153.0,7
5.0,23.1,4.37,179.0,157.0,7
5.0,22.1,4.25,181.0,154.0,7
5.0,21.7,4.2,183.0,152.0,7
5.0,22.8,4.33,178.0,156.0,7
5.0,21.9,4.23,182.0,153.0,7
5.0,22.4,4.28,180.0,154.0,7
5.0,21.5,4.18,184.0,151.0,7
5.0,22.0,4.24,181.0,154.0,7
5.0,21.8,4.21,183.0,152.0,7
5.0,22.3,4.27,179.0,155.0,7
5.0,21.6,4.19,184.0,152.0,7
5.0,22.1,4.25,180.0,154.0,7
5.0,21.4,4.17,185.0,150.0,7
5.0,22.2,4.26,179.0,153.0,7
5.0,21.7,4.2,183.0,151.0,7
5.0,21.9,4.22,182.0,152.0,7
5.0,22.7,4.32,177.0,156.0,7
5.0,21.3,4.15,183.0,154.0,7
5.0,22.4,4.28,179.0,155.0,7
5.0,21.6,4.19,184.0,151.0,7
5.0,21.8,4.21,182.0,152.0,7
5.0,22.1,4.25,180.0,154.0,7
5.0,21.5,4.18,185.0,150.0,7
5.0,22.0,4.24,181.0,154.0,7
5.0,20.5,4.06,188.0,155.0,7
5.0,20.2,4.01,190.0,154.0,7
5.0,20.8,4.09,187.0,156.0,7
5.0,19.9,3.58,192.0,153.0,7
5.0,20.3,4.03,189.0,154.0,7
5.0,20.1,4.0,191.0,153.0,7
5.0,20.4,4.04,190.0,155.0,7
5.0,20.0,4.0,193.0,152.0,7
5.0,20.6,4.07,186.0,156.0,7
5.0,20.7,4.08,185.0,157.0,7
5.0,20.2,4.01,189.0,154.0,7
5.0,20.5,4.05,187.0,156.0,7
5.0,20.3,4.03,188.0,155.0,7
5.0,20.4,4.04,186.0,156.0,7
5.0,19.8,3.57,193.0,152.0,7
5.0,20.0,4.0,192.0,153.0,7
5.0,20.1,4.0,191.0,154.0,7
5.0,20.7,4.08,184.0,157.0,7
5.0,20.6,4.07,185.0,156.0,7
5.0,20.3,4.03,187.0,155.0,7
5.0,20.0,4.0,190.0,152.0,7
5.0,20.4,4.04,188.0,155.0,7
5.0,20.2,4.01,189.0,154.0,7
5.0,20.3,4.03,187.0,155.0,7
5.0,20.1,4.0,192.0,153.0,7
5.0,20.5,4.06,182.0,155.0,7
5.0,19.8,3.57,185.0,154.0,7
5.0,21.0,4.12,179.0,156.0,7
5.0,20.1,4.01,183.0,153.0,7
5.0,19.7,3.56,186.0,152.0,7
5.0,20.7,4.08,181.0,154.0,7
5.0,20.3,4.03,183.0,155.0,7
5.0,19.9,3.59,184.0,154.0,7
5.0,20.2,4.02,182.0,153.0,7
5.0,20.0,4.0,183.0,156.0,7
5.0,21.2,4.14,178.0,157.0,7
5.0,20.4,4.04,182.0,155.0,7
5.0,20.6,4.07,180.0,154.0,7
5.0,19.6,3.55,187.0,152.0,7
5.0,20.8,4.09,181.0,153.0,7
5.0,20.1,4.01,183.0,155.0,7
5.0,19.5,3.54,188.0,151.0,7
5.0,20.3,4.03,182.0,154.0,7
5.0,20.7,4.08,180.0,152.0,7
5.0,19.9,3.59,185.0,150.0,7
5.0,21.0,4.12,177.0,157.0,7
5.0,20.6,4.07,181.0,154.0,7
5.0,20.0,4.0,183.0,155.0,7
5.0,19.8,3.57,186.0,154.0,7
5.0,20.2,4.02,182.0,152.0,7
5.0,20.3,4.03,182.0,154.0,7
5.0,19.7,3.56,184.0,153.0,7
5.0,22.5,4.3,188.0,155.0,7
5.0,21.8,4.22,190.0,153.0,7
5.0,22.2,4.26,185.0,154.0,7
5.0,22.0,4.24,187.0,156.0,7
5.0,22.6,4.31,186.0,154.0,7
5.0,21.9,4.22,189.0,152.0,7
5.0,22.4,4.28,184.0,155.0,7
5.0,21.7,4.2,191.0,154.0,7
5.0,22.1,4.25,187.0,153.0,7
5.0,22.3,4.27,185.0,154.0,7
5.0,22.0,4.24,186.0,155.0,7
5.0,21.6,4.19,192.0,152.0,7
5.0,21.9,4.22,189.0,153.0,7
5.0,22.5,4.3,187.0,155.0,7
5.0,21.8,4.22,190.0,154.0,7
5.0,22.3,4.28,184.0,155.0,7
5.0,22.0,4.24,186.0,153.0,7
5.0,21.7,4.2,191.0,154.0,7
5.0,22.2,4.26,185.0,155.0,7
5.0,22.4,4.28,183.0,154.0,7
5.0,21.9,4.22,189.0,152.0,7
5.0,22.1,4.25,187.0,154.0,7
5.0,22.3,4.27,185.0,155.0,7
5.0,22.0,4.24,186.0,154.0,7
5.0,21.8,4.22,190.0,153.0,7
5.0,22.2,4.26,184.0,154.0,7
10.0,45.0,4.3,185.0,155.0,7
10.0,44.5,4.27,188.0,154.0,7
10.0,43.8,4.22,182.0,156.0,7
10.0,45.2,4.31,184.0,153.0,7
10.0,44.8,4.28,187.0,157.0,7
10.0,45.3,4.31,186.0,154.0,7
10.0,44.7,4.27,183.0,155.0,7
10.0,44.6,4.27,189.0,152.0,7
10.0,45.1,4.3,185.0,154.0,7
10.0,44.9,4.28,186.0,156.0,7
10.0,45.4,4.32,184.0,157.0,7
10.0,44.4,4.27,182.0,153.0,7
10.0,44.3,4.26,187.0,154.0,7
10.0,45.0,4.3,183.0,155.0,7
10.0,44.6,4.27,186.0,152.0,7
10.0,45.2,4.31,185.0,154.0,7
10.0,44.9,4.28,188.0,155.0,7
10.0,45.0,4.3,184.0,157.0,7
10.0,44.7,4.27,186.0,153.0,7
10.0,45.1,4.3,185.0,155.0,7
10.0,44.8,4.28,189.0,154.0,7
10.0,45.0,4.3,184.0,156.0,7
10.0,44.6,4.27,187.0,153.0,7
10.0,44.8,4.28,188.0,154.0,7
10.0,44.9,4.28,187.0,155.0,7
10.0,45.2,4.31,186.0,152.0,7
10.0,44.7,4.27,184.0,154.0,7
10.0,45.0,4.3,185.0,157.0,7
10.0,50.0,5.0,182.0,165.0,7
10.0,49.5,4.57,183.0,164.0,7
10.0,50.2,5.01,181.0,166.0,7
10.0,49.8,4.58,182.0,165.0,7
10.0,50.3,5.01,180.0,167.0,7
10.0,49.2,4.54,184.0,164.0,7
10.0,50.1,5.0,182.0,166.0,7
10.0,50.4,5.01,181.0,165.0,7
10.0,50.7,5.04,180.0,164.0,7
10.0,49.7,4.57,183.0,163.0,7
10.0,50.5,5.03,181.0,165.0,7
10.0,49.9,4.59,182.0,166.0,7
10.0,50.2,5.01,182.0,165.0,7
10.0,50.1,5.0,183.0,164.0,7
10.0,50.3,5.01,181.0,165.0,7
10.0,49.6,4.57,183.0,163.0,7
10.0,50.4,5.01,180.0,164.0,7
10.0,50.0,5.0,182.0,165.0,7
10.0,50.6,5.03,181.0,166.0,7
10.0,49.8,4.58,182.0,164.0,7
10.0,50.2,5.01,182.0,165.0,7
10.0,50.1,5.0,183.0,164.0,7
10.0,49.9,4.59,182.0,165.0,7
10.0,50.3,5.01,180.0,166.0,7
10.0,50.0,5.0,182.0,165.0,7
10.0,50.5,5.03,181.0,164.0,7
10.0,50.2,5.01,182.0,165.0,7
10.0,50.1,5.0,183.0,164.0,7
10.0,55.2,5.3,182.0,148.0,1
10.0,54.3,5.24,185.0,150.0,1
10.0,56.1,5.36,180.0,147.0,1
10.0,55.0,5.3,183.0,149.0,1
10.0,55.8,5.34,181.0,148.0,1
10.0,55.5,5.33,182.0,149.0,1
10.0,54.7,5.27,184.0,150.0,1
10.0,55.1,5.3,183.0,149.0,1
10.0,55.4,5.32,182.0,148.0,1
10.0,54.9,5.29,183.0,149.0,1
10.0,55.3,5.31,182.0,148.0,1
10.0,54.6,5.27,184.0,150.0,1
10.0,55.7,5.34,181.0,147.0,1
10.0,55.2,5.3,182.0,149.0,1
10.0,54.8,5.28,183.0,150.0,1
10.0,55.0,5.3,182.0,149.0,1
10.0,55.4,5.32,181.0,147.0,1
10.0,54.9,5.29,182.0,148.0,1
10.0,55.6,5.34,180.0,147.0,1
10.0,55.1,5.3,182.0,149.0,1
10.0,55.3,5.31,181.0,148.0,1
10.0,55.0,5.3,182.0,149.0,1
10.0,54.7,5.27,183.0,150.0,1
10.0,55.5,5.33,181.0,147.0,1
10.0,55.0,5.3,182.0,149.0,1
10.0,55.2,5.31,182.0,148.0,1
